"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CGF526I7","newspaperArticle","1858","","The Day of Atonement","Wheeling Daily Intelligencer","","2333-858X","","http://chroniclingamerica.loc.gov/lccn/sn86092535/1858-09-20/ed-1/seq-3/#date1=1836&index=21&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1858-09-20","2016-06-20 21:17:18","2016-06-20 21:17:41","2016-06-20 21:17:18","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1858_Wheeling daily intelligencer.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/HPSVTBDB/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TC2CPB6","newspaperArticle","1854","","A Hebrew Ceremony–Day of Atonement","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1854-10-02/ed-1/seq-4/#date1=1836&index=22&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1854-10-02","2016-06-20 21:18:05","2016-06-20 21:18:34","2016-06-20 21:18:05","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1854_The New York herald_6.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/RKBPF36D/seq-4.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PU2ANXVN","newspaperArticle","1843","","Great Festival of the Israelites","Democratic Standard","","2376-1350","","http://chroniclingamerica.loc.gov/lccn/sn83035312/1843-10-17/ed-1/seq-2/#date1=1836&index=24&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1843-10-17","2016-06-20 21:19:11","2016-06-20 21:19:29","2016-06-20 21:19:11","","","","","","","","","","","","","Georgetown Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1843_Democratic standard.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/VQM36A6H/seq-2.html","","","Georgetown (Ohio)--Newspapers.; Ohio--Georgetown.--fast--(OCoLC)fst01237634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6PK4T96","newspaperArticle","1844","","A Millerite Blunder","The Whig Standard","","None","","http://chroniclingamerica.loc.gov/lccn/sn82016317/1844-10-22/ed-1/seq-2/#date1=1836&index=25&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1844-10-22","2016-06-20 21:20:10","2016-06-20 21:20:42","2016-06-20 21:20:10","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1844_The Whig standard.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/TPC3TPVC/seq-2.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6JQ8P6H","newspaperArticle","1865","","[Yom Kippur Notice]","American Citizen","","2378-1475","","http://chroniclingamerica.loc.gov/lccn/sn83016736/1865-10-12/ed-1/seq-1/#date1=1836&index=27&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1865-10-12","2016-06-21 02:40:31","2016-06-22 17:04:14","2016-06-21 02:40:31","","","","","","","","","","","","","Canton, Mississippi","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_American citizen_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/E7B9GEN4/seq-1.html","","","Canton (Miss.)--Newspapers.; Mississippi--Canton.--fast--(OCoLC)fst01219893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9ND9IAE","newspaperArticle","1860","","Day of Atonement","Daily Gazette and Comet","","2163-7210","","http://chroniclingamerica.loc.gov/lccn/sn88083120/1860-09-28/ed-1/seq-2/#date1=1836&index=29&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-09-28","2016-06-21 02:41:16","2016-06-21 02:41:42","2016-06-21 02:41:16","","","","","","","Daily gazette and comet. (Baton Rouge, La.) 1856-186?","","","","","","Baton Rouge, Lousiana","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Daily gazette and comet.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/3GSQZIFM/seq-2.html","","","Baton Rouge (La.)--Newspapers.; East Baton Rouge Parish (La.)--Newspapers.; Louisiana--Baton Rouge.--fast--(OCoLC)fst01205202; Louisiana--East Baton Rouge Parish.--fast--(OCoLC)fst01220276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XU43U2V","newspaperArticle","1860","","The Jewish Holidays","Cleveland Morning Leader","","2166-1855","","http://chroniclingamerica.loc.gov/lccn/sn83035143/1860-09-19/ed-1/seq-3/#date1=1836&index=30&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-09-19","2016-06-21 02:42:38","2016-06-21 02:42:59","2016-06-21 02:42:38","","","","","","","","","","","","","Cleveland, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Cleveland morning leader_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/A6JQ4EFV/seq-3.html","","","Cleveland (Ohio)--Newspapers.; Cuyahoga County (Ohio)--Newspapers.; Ohio--Cleveland.--fast--(OCoLC)fst01205966; Ohio--Cuyahoga County.--fast--(OCoLC)fst01202752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RN4AM6A","newspaperArticle","1854","","Closing of the Day of Atonement","Daily Evening Star","","2328-5907","","http://chroniclingamerica.loc.gov/lccn/sn83045461/1854-10-03/ed-1/seq-3/#date1=1836&index=31&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1854-10-03","2016-06-21 02:47:38","2016-06-21 02:48:32","2016-06-21 02:47:38","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1854_Daily evening star_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/9RD6VPT2/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BX8QFFN","newspaperArticle","1864","","The Day of Atonement","Daily National Republican","","2158-2831","","http://chroniclingamerica.loc.gov/lccn/sn86053570/1864-10-10/ed-1/seq-3/#date1=1836&index=32&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1864-10-10","2016-06-21 02:48:56","2016-06-21 02:49:26","2016-06-21 02:48:56","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_Daily national Republican.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/XJZZVM5U/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64IWUE9V","newspaperArticle","1859","","Ion Kipoor","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1859-10-10/ed-1/seq-1/#date1=1836&index=33&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1859-10-10","2016-06-21 02:49:53","2016-06-21 02:50:45","2016-06-21 02:49:53","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1859_The daily dispatch_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/9VA44RBD/seq-1.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3FDE2DZ","newspaperArticle","1863","","The Day of Atonement","Wilmington Journal","","2379-0296","","http://chroniclingamerica.loc.gov/lccn/sn84026536/1863-09-24/ed-1/seq-2/#date1=1836&index=34&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1863-09-24","2016-06-21 02:51:17","2016-06-21 02:51:46","2016-06-21 02:51:17","","","","","","","","","","","","","Wilmington, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1863_Wilmington journal.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/RWRSTFZV/seq-2.html","","","New Hanover County (N.C.)--Newspapers.; North Carolina--New Hanover County.--fast--(OCoLC)fst01210030; North Carolina--Wilmington.--fast--(OCoLC)fst01210117; Wilmington (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRM33BKA","newspaperArticle","1850","","The Day of Atonement","The Republic","","None","","http://chroniclingamerica.loc.gov/lccn/sn82014434/1850-09-19/ed-1/seq-3/#date1=1836&index=36&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1850-09-19","2016-06-21 02:52:38","2016-06-21 02:52:54","2016-06-21 02:52:38","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1850_The Republic.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/RK26AHGG/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HXCD5VQ","newspaperArticle","1856","","Hebrew Day of Atonement","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1856-10-10/ed-1/seq-1/#date1=1836&index=37&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1856-10-10","2016-06-21 02:53:24","2016-06-21 02:53:49","2016-06-21 02:53:24","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1856_The New York herald_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/DQTCRTVK/seq-1.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FVI8GI4","newspaperArticle","1864","","The Day of Atonement","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1864-10-12/ed-1/seq-3/#date1=1836&index=39&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atone+atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1864-10-12","2016-06-21 02:55:39","2016-06-21 02:56:07","2016-06-21 02:55:39","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_Daily intelligencer_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/TTGWFFGU/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQ3TNN39","newspaperArticle","1865","","Jewish Festival","Dayton Daily Empire","","2327-1493","","http://chroniclingamerica.loc.gov/lccn/sn85026002/1865-09-29/ed-1/seq-3/#date1=1836&index=41&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1865-09-29","2016-06-21 02:56:50","2016-06-21 02:57:10","2016-06-21 02:56:50","","","","","","","","","","","","","Dayton, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Dayton daily empire_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FC2X53T9/seq-3.html","","","Dayton (Ohio)--Newspapers.; Ohio--Dayton.--fast--(OCoLC)fst01204702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U77QPPFG","newspaperArticle","1851","","The Jewish Festival","The Portsmouth Inquirer","","2373-1311","","http://chroniclingamerica.loc.gov/lccn/sn85026203/1851-10-17/ed-1/seq-2/#date1=1836&index=43&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1851-10-17","2016-06-21 02:57:45","2016-06-21 02:58:18","2016-06-21 02:57:45","","","","","","","","","","","","","Portsmouth, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1851_The Portsmouth inquirer.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ZECAIA9A/seq-2.html","","","Ohio--Portsmouth.--fast--(OCoLC)fst01213326; Portsmouth (Ohio)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N86BFHT7","newspaperArticle","1860","","[Yom Kippur Notice]","Weekly Standard","","2372-3130","","http://chroniclingamerica.loc.gov/lccn/sn83045706/1860-10-03/ed-1/seq-1/#date1=1836&index=45&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-10-03","2016-06-21 02:59:04","2016-06-22 17:03:20","2016-06-21 02:59:04","","","","","","","","","","","","","Raleigh, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Weekly standard.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/H6A2AFIC/seq-1.html","","","North Carolina--Raleigh.--fast--(OCoLC)fst01206341; North Carolina--Wake County.--fast--(OCoLC)fst01204274; Raleigh (N.C.)--Newspapers.; Wake County (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3J86WDW","newspaperArticle","1839","","Atonement Day of the Jews","Morning Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030312/1839-09-17/ed-1/seq-2/#date1=1836&index=0&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1839-09-17","2016-06-21 03:00:35","2016-06-21 03:00:59","2016-06-21 03:00:35","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1839_Morning herald.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FERGCBTZ/seq-2.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6KIWKZD","newspaperArticle","1839","","Jewish Day of Atonement","Maumee City Express","","2373-1206","","http://chroniclingamerica.loc.gov/lccn/sn85026141/1839-11-30/ed-1/seq-2/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1839-11-30","2016-06-21 03:01:38","2016-06-21 03:02:16","2016-06-21 03:01:38","","","","","","","Maumee City express. (Maumee City, Ohio) 1838-184?","","","","","","Maumee City, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1839_Maumee City express.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/HDRD3GB8/seq-2.html","","","Maumee (Ohio)--Newspapers.; Ohio--Maumee.--fast--(OCoLC)fst01231960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NT83QB25","newspaperArticle","1865","","Atonement Day","Cairo Evening News","","2381-3067","","http://chroniclingamerica.loc.gov/lccn/sn84038364/1865-10-01/ed-1/seq-1/#date1=1836&index=3&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+DAY+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1865-10-01","2016-06-21 03:04:58","2016-06-21 03:05:48","2016-06-21 03:04:58","","","","","","","","","","","","","Cairo, Illinois","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Cairo evening times.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/RAIG9XPT/seq-1.html","","","Alexander County (Ill.)--Newspapers.; Cairo (Ill.)--Newspapers.; Illinois--Alexander County--fast--(OCoLC)fst01214971; Illinois--Cairo.--fast--(OCoLC)fst01217110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36G8ZGEN","newspaperArticle","1860","","Yom Kippur","The Daily Exchange","","2378-0509","","http://chroniclingamerica.loc.gov/lccn/sn83009573/1860-09-25/ed-1/seq-1/#date1=1836&index=4&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atone+atonement+day+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1860-09-25","2016-06-21 03:06:16","2016-06-21 03:07:03","2016-06-21 03:06:16","","","","","","","","","","","","","Baltimore, Maryland","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_The daily exchange_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/5F8VQ6Q4/seq-1.html","","","Baltimore (Md.)--Newspapers.; Maryland--Baltimore.--fast--(OCoLC)fst01204292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHHQNI8V","newspaperArticle","1855","","Day of Atonement","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1855-09-22/ed-1/seq-2/#date1=1836&index=5&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atone+Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1855-09-22","2016-06-21 03:07:21","2016-06-21 03:07:55","2016-06-21 03:07:21","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1855_The daily dispatch_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/Q4X3QWE3/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4G99QUA","newspaperArticle","1864","","[Yom Kippur Notice]","The Nashville Daily Union","","2165-9311","","http://chroniclingamerica.loc.gov/lccn/sn83025718/1864-10-11/ed-1/seq-3/#date1=1836&index=7&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1864-10-11","2016-06-21 03:08:33","2016-06-22 17:03:40","2016-06-21 03:08:33","","","","","","","","","","","","","Nashville, Tennessee","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_The Nashville daily union.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/8JTIAPGI/seq-3.html","","","Davidson County (Tenn.)--Newspapers.; Nashville (Tenn.)--Newspapers.; Tennessee--Davidson County.--fast--(OCoLC)fst01205346; Tennessee--Nashville.--fast--(OCoLC)fst01204195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEH3QWUT","newspaperArticle","1860","","Baron Rothschild in the Synagogue","Cincinnati Daily Press","","2327-1442","","http://chroniclingamerica.loc.gov/lccn/sn84028745/1860-10-04/ed-1/seq-1/#date1=1836&index=9&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1860-10-04","2016-06-21 03:09:11","2016-06-21 03:10:03","2016-06-21 03:09:11","","","","","","","","","","","","","Cincinnati, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Cincinnati daily press.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/TMWFF3BI/seq-1.html","","","Cincinnati (Ohio)--Newspapers.; Ohio--Cincinnati.--fast--(OCoLC)fst01205142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E38BPE8D","newspaperArticle","1856","","Jewish Solemnities","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-09-26/ed-1/seq-2/#date1=1836&index=10&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1856-09-26","2016-06-21 03:10:25","2016-06-21 03:11:06","2016-06-21 03:10:25","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1856_The daily dispatch_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/B22NH4VK/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4P9PBDP","newspaperArticle","1855","","[Yom Kippur Notice]","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1855-09-24/ed-1/seq-4/#date1=1836&index=13&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1855-09-24","2016-06-21 03:12:02","2016-06-22 17:03:00","2016-06-21 03:12:02","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1855_The daily dispatch_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/SQFV6THD/seq-4.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
