"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G4C4H9X9","newspaperArticle","1865","","The Jewish Day of Atonement","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1865-09-30/ed-1/seq-2/#date1=1836&index=0&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kippur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kippur&andtext=&dateFilterType=range&page=1","","1865-09-30","2016-06-20 20:14:44","2016-06-20 20:17:44","2016-06-20 20:14:44","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Alexandria gazette_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/64THA7EK/seq-2.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UD7T4A9V","newspaperArticle","1865","","Jewish Festival","Dayton Daily Empire","","2327-1493","","http://chroniclingamerica.loc.gov/lccn/sn85026002/1865-09-29/ed-1/seq-3/#date1=1836&index=1&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kippur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kippur&andtext=&dateFilterType=range&page=1","","1865-09-29","2016-06-20 20:18:02","2016-06-20 20:34:47","2016-06-20 20:18:02","","","","","","","","","","","","","Dayton, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Dayton daily empire.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/PHKGZNCM/seq-3.html","","","Dayton (Ohio)--Newspapers.; Ohio--Dayton.--fast--(OCoLC)fst01204702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMIX9GCJ","newspaperArticle","1865","","[Yom Kippur Notice]","Baltimore Daily Commercial","","2378-0444","","http://chroniclingamerica.loc.gov/lccn/sn83009569/1865-10-02/ed-1/seq-1/#date1=1836&index=4&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kippur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kippur&andtext=&dateFilterType=range&page=1","","1865-10-02","2016-06-20 20:34:15","2016-06-20 20:35:22","2016-06-20 20:34:15","","","","","","","","","","","","","Baltimore, Maryland","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Baltimore daily commercial_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/5NAWIH55/seq-1.html","","","Baltimore (Md.)--Newspapers.; Maryland--Baltimore.--fast--(OCoLC)fst01204292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJZ9KXPU","newspaperArticle","1865","","The Day of Atonement","New-York Daily Tribune","","2158-2661","","http://chroniclingamerica.loc.gov/lccn/sn83030213/1865-09-29/ed-1/seq-8/#date1=1836&index=3&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kippur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kippur&andtext=&dateFilterType=range&page=1","","1865-09-29","2016-06-20 20:35:33","2016-06-20 20:36:20","2016-06-20 20:35:33","8","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_New-York daily tribune.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/UXKHMARJ/seq-8.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDH5NRZR","newspaperArticle","1853","","The Jewish Ceremonies","Wheeling Daily Intelligencer","","2333-858X","","http://chroniclingamerica.loc.gov/lccn/sn86092535/1853-10-14/ed-1/seq-3/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kippur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kippur&andtext=&dateFilterType=range&page=1","","1853-10-14","2016-06-20 20:36:50","2016-06-20 20:37:21","2016-06-20 20:36:50","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1853_Wheeling daily intelligencer_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/EKS2PSAZ/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCXP9PJD","newspaperArticle","1854","","Day of Atonement (Yom Kipur)","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1854-09-30/ed-1/seq-2/#date1=1836&index=0&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kipur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kipur&andtext=&dateFilterType=range&page=1","","1854-09-30","2016-06-20 20:46:32","2016-06-20 20:47:04","2016-06-20 20:46:32","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1854_The daily dispatch.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ZQQG29UG/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDU8X86A","newspaperArticle","1855","","The Hebrew Day of Atonement","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1855-09-23/ed-1/seq-4/#date1=1836&index=1&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kipur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kipur&andtext=&dateFilterType=range&page=1","","1855-09-23","2016-06-20 20:47:12","2016-06-20 20:47:38","2016-06-20 20:47:12","4","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1855_The New York herald.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/5X8KSDRR/seq-4.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUPK9ARB","newspaperArticle","1861","","Day of Atonement","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1861-09-14/ed-1/seq-2/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kipur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kipur&andtext=&dateFilterType=range&page=1","","1861-09-14","2016-06-20 20:47:48","2016-06-20 20:48:18","2016-06-20 20:47:48","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1861_The daily dispatch.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/P8XA9RED/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8GXBAQH","newspaperArticle","1854","","Day of Atonement","Daily Evening Star","","2328-5907","","http://chroniclingamerica.loc.gov/lccn/sn83045461/1854-10-02/ed-1/seq-3/#date1=1836&index=3&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Kipur+Yom&proxdistance=5&state=&rows=20&ortext=&proxtext=&phrasetext=yom+kipur&andtext=&dateFilterType=range&page=1","","1854-10-02","2016-06-20 20:48:23","2016-06-20 20:48:47","2016-06-20 20:48:23","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1854_Daily evening star.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/RGFH3U8D/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D33VKDEF","newspaperArticle","1862","","The Jewish Day of Atonement","The Camden Confederate","","2379-500X","","http://chroniclingamerica.loc.gov/lccn/sn85042595/1862-10-10/ed-1/seq-2/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1862-10-10","2016-06-20 20:51:25","2016-06-20 20:51:44","2016-06-20 20:51:25","","","","","","","","","","","","","Camden, South Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1862_The Camden confederate.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/4X5AEXQW/seq-2.html","","","1861-1865--Newspapers.; Camden (S.C.)--Newspapers.; Kershaw County (S.C.)--Newspapers.; South Carolina--Camden.--fast--(OCoLC)fst01210655; South Carolina.--fast--(OCoLC)fst01204600; South Carolina--History--Civil War; South Carolina--Kershaw County.--fast--(OCoLC)fst01214393; United States.--fast--(OCoLC)fst01204155; United States--History--Civil War","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8D6VQPH","newspaperArticle","1862","","[Yom Kippur Notice]","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1862-10-04/ed-1/seq-2/#date1=1836&index=3&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1862-10-04","2016-06-20 20:52:23","2016-06-22 17:04:03","2016-06-20 20:52:23","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1862_Alexandria gazette.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/WERR5XMJ/seq-2.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGR8JABC","newspaperArticle","1863","","The Hebrew Holidays","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1863-09-14/ed-1/seq-2/#date1=1836&index=4&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1863-09-14","2016-06-20 20:53:00","2016-06-20 20:53:22","2016-06-20 20:53:00","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1863_Alexandria gazette_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/R5FER77B/seq-2.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJ6Q9D4Z","newspaperArticle","1864","","Your Kippour","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1864-10-13/ed-1/seq-3/#date1=1836&index=6&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1864-10-13","2016-06-20 20:54:38","2016-06-20 20:55:13","2016-06-20 20:54:38","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_Daily intelligencer.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/P5JKBK42/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4CGXEEN","newspaperArticle","1862","","Yom Kipper","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1862-09-26/ed-1/seq-3/#date1=1836&index=7&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atone+atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1862-09-26","2016-06-20 21:06:36","2016-06-20 21:07:00","2016-06-20 21:06:36","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1862_Daily intelligencer_4.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/2QZH6K52/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H62WBF5V","newspaperArticle","1864","","[Yom Kippur Notice]","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1864-10-10/ed-1/seq-2/#date1=1836&index=8&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1864-10-10","2016-06-20 21:07:19","2016-06-22 17:03:46","2016-06-20 21:07:19","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_Alexandria gazette_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FDBMPFTN/seq-2.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RCV5Z33","newspaperArticle","1850","","Most Sacred Day in the Jewish Calendar","New-York Daily Tribune","","2158-2661","","http://chroniclingamerica.loc.gov/lccn/sn83030213/1850-09-16/ed-1/seq-3/#date1=1836&index=9&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+Atonement+day+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1850-09-16","2016-06-20 21:07:43","2016-06-20 21:08:17","2016-06-20 21:07:43","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1850_New-York daily tribune.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/6SFWIBTC/seq-3.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSZG58KU","newspaperArticle","1852","","Jewish Solemn Fast Day","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1852-09-24/ed-1/seq-2/#date1=1836&index=10&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atone+Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1852-09-24","2016-06-20 21:08:48","2016-06-20 21:09:10","2016-06-20 21:08:48","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1852_The daily dispatch.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/M4N7MNMQ/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WVRCXIK","newspaperArticle","1860","","Yom Kippur","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1860-09-27/ed-1/seq-3/#date1=1836&index=11&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+Atonement+day+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-09-27","2016-06-20 21:09:38","2016-06-20 21:10:02","2016-06-20 21:09:38","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Daily intelligencer_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/XUJDGSHV/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XISVPXN","newspaperArticle","1865","","[Yom Kippur Notice]","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1865-09-30/ed-1/seq-3/#date1=1836&index=12&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1865-09-30","2016-06-20 21:10:17","2016-06-22 17:03:29","2016-06-20 21:10:17","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Alexandria gazette_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/6VXMPQ6Q/seq-3.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTWK3Q8P","newspaperArticle","1863","","Day of Atonement","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1863-09-23/ed-1/seq-3/#date1=1836&index=13&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atone+Atonement+atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1863-09-23","2016-06-20 21:10:41","2016-06-20 21:11:09","2016-06-20 21:10:41","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1863_Daily intelligencer_4.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/X96MPZWI/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6K49GH24","newspaperArticle","1856","","The Day of Atonement","Holmes County Republican","","2166-5672","","http://chroniclingamerica.loc.gov/lccn/sn84028820/1856-11-13/ed-1/seq-2/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1856-11-13","2016-06-20 21:11:31","2016-06-20 21:11:57","2016-06-20 21:11:31","","","","","","","","","","","","","Millersburg, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1856_Holmes County Republican.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/3IHV7MZC/seq-2.html","","","Holmes County (Ohio)--Newspapers.; Millersburg (Ohio)--Newspapers.; Ohio--Holmes County.--fast--(OCoLC)fst01221543; Ohio--Millersburg.--fast--(OCoLC)fst01247596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ7WRBFT","newspaperArticle","1861","","Day of Atonement","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1861-09-14/ed-1/seq-2/#date1=1836&index=16&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1861-09-14","2016-06-20 21:12:27","2016-06-20 21:12:51","2016-06-20 21:12:27","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1861_The daily dispatch_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/KHCC5K7E/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8ACSTVJ","newspaperArticle","1860","","Yom Kippur","Evening Star","","2331-9968","","http://chroniclingamerica.loc.gov/lccn/sn83045462/1860-09-24/ed-1/seq-3/#date1=1836&index=17&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+Atonement+day+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-09-24","2016-06-20 21:13:13","2016-06-20 21:13:33","2016-06-20 21:13:13","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Evening star.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/UXSNXWW2/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6TPUHX4","newspaperArticle","1860","","Jewish Festival","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1860-09-25/ed-1/seq-3/#date1=1836&index=19&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+Atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1860-09-25","2016-06-20 21:14:42","2016-06-20 21:15:13","2016-06-20 21:14:42","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Alexandria gazette_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/Q58MSQ7P/seq-3.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EKEVUFP","newspaperArticle","1865","","The Jewish Day of Atonement","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1865-09-30/ed-1/seq-5/#date1=1836&index=20&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+atonement+Day+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=1","","1865-09-30","2016-06-20 21:16:40","2016-06-20 21:17:03","2016-06-20 21:16:40","5","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_The New York herald_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/HFQEMVM8/seq-5.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
